iso3,gdp_per_capita_ppp,gdp_total_usd,life_expectancy,military_expenditure_pct_gdp,population_density,population_growth_pct,real_gdp_growth_pct,total_population,unemployment_rate,urbanization_rate,Corruption_Perception_Index_2024_iso3,inflation_pct_wb,literacy_rate_unesco,military_expenditure_constusd,wgi_gov_effectiveness,latitude,longitude,cluster,composite_score,cluster_rank,cluster_desc,composite_score_np,country_rank_np
ABW,44967.3445127078,3648573136.15155,76.353,1.56832126015003,596.166666666667,0.0456516784920034,4.26371941452948,107359.0,5.166,44.254,40.0,3.3233806708656,92.1500015258789,49331897000.0,0.795440852642059,12.5,-69.97,2,0.0621585633544627,6,Lower‑middle performers,0.065994337174,80
AFG,2211.28063454007,17233051620.1117,66.035,1.56832126015003,62.2155405301811,2.13559384981397,2.71088679128353,41454761.0,13.295,26.933,17.0,-6.60118564073726,37.0,23040000000.0,-1.98701369762421,33.94,67.71,1,-0.8397219032106822,10,Low performers,-0.7975703360242121,210
AGO,8040.70244971812,84824654481.7249,64.617,1.33252915998752,28.5834835966953,3.08065530722915,1.00128936028298,36749906.0,14.464,68.688,32.0,28.2404948915772,72.4000015258789,854800000000.0,-1.00890958309174,-11.2,17.87,3,-0.4624369966302605,7,Lower‑middle performers,-0.4387113246015811,181
ALB,21263.1956590519,23547179830.4413,79.602,1.74399167669186,101.375510948905,-1.14841763771287,3.93662525742167,2745972.0,10.25,64.603,42.0,2.21448953273294,98.5,40256000000.0,0.250855356454849,41.15,20.17,2,0.0522992104989501,6,Lower‑middle performers,-0.0517891027995159,99
AND,71730.6686821645,3785067331.7625,84.041,1.56832126015003,169.585106382979,1.43374756867515,2.58355480961319,80856.0,5.166,87.774,40.0,3.3233806708656,92.1500015258789,49331897000.0,1.4754387140274,42.5,1.6,4,0.4171309124150533,4,Upper‑middle performers,0.6557699371860148,28
ARE,76110.3848456483,514130432653.081,82.909,1.56832126015003,141.861123627147,3.97717097504667,3.61870653547174,10483751.0,2.133,87.779,68.0,1.62670837213248,98.0,49331897000.0,1.60428190231323,23.42,53.85,4,0.6852531296666834,4,Upper‑middle performers,0.9431393141394746,8
ARG,30082.3045247323,646075277525.125,77.395,0.472747196738259,16.5922716858687,0.286976121920089,-1.61100162090189,45538401.0,7.876,92.463,37.0,3.3233806708656,92.1500015258789,826649000000.0,-0.377517342567444,-38.42,-63.62,2,-0.0748331481962651,6,Lower‑middle performers,0.0749502790418008,78
ARM,21342.5145334886,24085749592.3359,77.4658536585366,5.45092500345977,104.292237442922,0.728178919340382,8.29999999959539,2990900.0,13.329,63.739,47.0,0.269511978259125,92.1500015258789,520520000000.0,-0.184129968285561,40.07,45.04,2,0.2487166558459871,6,Lower‑middle performers,-0.0056016031114197,90
ASM,19828.9248461199,44026363258.1748,72.852,1.56832126015003,241.71,-1.71290294190977,2.94478583082221,47521.0,5.166,87.235,40.0,3.3233806708656,92.1500015258789,49331897000.0,0.654167771339417,,,2,0.0638320137232371,6,Lower‑middle performers,-0.008419958236184,91
ATG,32149.1403648823,2033085185.18518,77.598,1.56832126015003,211.0,0.511400156215609,3.86201218730389,93316.0,5.166,24.332,40.0,5.06713865364213,92.1500015258789,49331897000.0,0.380410820245743,,,2,-0.0845188621920532,6,Lower‑middle performers,-0.155933954380998,124
AUS,70497.1524466689,1728057316695.61,83.0512195121951,1.92219906285917,3.38199835673854,2.4474661688131,3.44199220009025,26658948.0,4.072,86.617,77.0,3.1616142830575,92.1500015258789,48752894000.0,1.58987963199615,-25.27,133.77,4,0.6726748924763326,4,Upper‑middle performers,0.8782719145083959,11
AUT,70478.7873635411,511685203845.001,81.5414634146342,0.844274840737983,109.571631119729,0.989464653969154,-0.954962366849259,9131761.0,5.439,59.53,67.0,2.93791574279383,92.1500015258789,4081900000.0,1.32668149471283,47.52,14.55,4,0.2924089476972912,4,Upper‑middle performers,0.4435489806832431,41
AZE,23597.8378621757,72356176470.5882,74.429,4.60210314808281,122.707271627344,0.120242150339289,1.12397432709641,10153958.0,5.594,57.577,22.0,2.21217188919901,100.0,6054840000.0,-0.0326422192156315,40.14,47.58,2,-0.0472287965641117,6,Lower‑middle performers,-0.205860299807525,131
BDI,919.906646235639,2642161668.85211,63.651,3.65892759114663,518.734306853583,2.72764441044431,2.70000059705133,13689450.0,0.902,14.784,17.0,20.2124925027847,75.5400009155273,373670000000.0,-1.20011341571808,-3.37,29.92,8,-0.5550711395576458,8,Lower‑middle performers,-0.7495507662070119,205
BEL,69072.8333852392,644782756682.756,82.3975609756098,1.21461599569106,383.033055683085,0.913715890414841,1.25170063203595,11787423.0,5.488,98.189,69.0,3.14349136500041,92.1500015258789,7061800000.0,1.03702199459076,50.5,4.47,4,0.5124128116293013,4,Upper‑middle performers,0.7014244531140925,24
BEN,4129.97941493295,19676049075.7011,60.774,0.711202269909553,122.024663001064,2.52274772277722,6.35282160914288,14111034.0,1.722,50.1,45.0,2.73102465280233,47.0999984741211,85473000000.0,-0.218984127044678,9.31,2.32,1,-0.3482573332754602,10,Low performers,-0.3449727161653186,162
BFA,2754.71346543425,20324617844.5265,61.092,4.00532688335591,82.2698757309942,2.26973666268599,2.96018147384929,23025776.0,5.166,32.52,41.0,4.19113446375394,34.4900016784668,501728000000.0,-0.826227486133575,12.24,-1.56,1,-0.4979599284851504,10,Low performers,-0.6593972139915234,199
BGD,9147.77750665547,437415331040.994,74.672,1.02281837589173,1301.25909963893,1.22171475464107,5.77511237007889,171466990.0,4.68,40.473,23.0,10.4657482763412,76.0,454057000000.0,-0.697334110736847,23.68,90.36,8,-0.239167399542634,8,Lower‑middle performers,-0.157542116439248,125
BGR,37507.7733965202,102407653020.606,75.7073170731707,1.84737280288254,61.1949521002211,-3.00602010787702,1.88681483907177,6446596.0,4.104,76.701,43.0,2.44651943006079,98.4199981689453,3473000000.0,0.047112051397562,42.73,25.49,2,0.0398493900613605,6,Lower‑middle performers,-0.0713447577891205,103
BHR,63497.6169362333,46079867021.2766,81.284,3.10846000977851,1929.99113924051,3.37686417721007,2.9807927665851,1577059.0,1.102,89.869,53.0,0.919635459817651,98.0,520300000.0,0.697198748588562,,,4,0.6038894022155817,4,Upper‑middle performers,0.7797880091785726,23
BHS,36742.0620432456,14338500000.0,74.552,1.56832126015003,39.7140859140859,0.477303918283875,2.63905598075102,399440.0,8.463,83.625,65.0,3.05291578969743,92.1500015258789,49331897000.0,0.270353257656097,,,2,0.2027606514161712,6,Lower‑middle performers,0.1700680969336659,64
BIH,22449.150301736,27514782476.0406,77.85,0.80838231949892,62.5937890625,-0.617510129445164,2.21112447211205,3185073.0,10.723,50.269,33.0,1.69212733599724,98.3000030517578,392300000.0,-0.967812538146973,,,2,-0.2593686936061951,6,Lower‑middle performers,-0.3108747390452132,155
BLR,30763.0198215957,71857382745.6066,74.1837804878049,1.79770336310455,45.4607172767131,-0.540824986374776,3.88624214456901,9178298.0,3.361,80.731,33.0,5.78531910428,92.1500015258789,37337400000.0,-0.991465747356415,,,2,-0.0677475425008257,6,Lower‑middle performers,-0.1036775352649224,112
BLZ,13823.4379513758,3066850000.0,73.566,0.821928880066849,17.6559842174485,2.05772774277288,1.14901682065862,411106.0,7.0,46.608,40.0,3.28955985952768,92.1500015258789,52903025.0,-0.376311779022217,,,8,-0.2262670577514187,8,Lower‑middle performers,-0.2408438166564314,138
BMU,108810.998438551,8141700000.0,82.309,1.56832126015003,1199.05555555556,-0.0787967316952785,-0.0948235929642749,64698.0,5.166,100.0,40.0,3.3233806708656,92.1500015258789,49331897000.0,1.20168173313141,,,4,0.4502066333432549,4,Upper‑middle performers,0.8042028265477783,18
BOL,10925.2730516706,45135398008.8166,68.581,1.38612164709346,11.1484851841595,1.37334382280772,3.08196524087036,12244159.0,3.091,71.186,28.0,5.09976568317427,92.1500015258789,4451108588.0,-0.639481067657471,,,8,-0.2052817470586502,8,Lower‑middle performers,-0.22670923527906,133
BRA,21107.2821033791,2173665655937.27,75.848,1.07876906016448,25.161867951482,0.395928695574996,2.90848048667777,211140729.0,7.634,87.788,34.0,4.36746407652337,94.6900024414062,114523700000.0,-0.546764314174652,,,2,0.00884175321763,6,Lower‑middle performers,0.1968379454769041,59
BRB,21336.1575553015,6720733200.0,76.178,1.56832126015003,656.553488372093,0.0063755857590991,4.09382010970572,282336.0,7.529,31.425,68.0,9.79207077126447,92.1500015258789,49331897000.0,0.380443245172501,,,2,0.0535540346883038,6,Lower‑middle performers,-0.1416540608632264,120
BRN,85267.5530498505,15128292980.8638,75.327,2.96910709140811,86.4079696394687,0.782881746925984,1.40706832327938,458949.0,5.144,79.149,40.0,-0.388674165036461,97.5899963378906,603355000.0,1.4017870426178,,,4,0.3388109447687828,4,Upper‑middle performers,0.4888274008947674,38
BTN,19828.9248461199,44026363258.1748,72.975,1.56832126015003,20.4749344520189,0.698146584889649,2.94478583082221,786385.0,2.856,44.35,72.0,2.76131569624098,72.0999984741211,49331897000.0,0.566305339336395,,,2,0.035313879973277,6,Lower‑middle performers,-0.1017304663456471,111
BWA,20916.4015457301,19396084498.0084,69.163,2.52982250302121,4.30521059411007,1.64031664035479,2.73379817032757,2480244.0,23.138,72.867,57.0,2.81835131676251,92.1500015258789,6829247500.0,0.430828422307968,,,3,0.0029027816504882,7,Lower‑middle performers,-0.0772002942331644,104
CAF,1259.82439976102,2555492085.24831,57.408,2.28543299952889,8.18331086070179,1.06107453184959,0.870251450842758,5152421.0,5.899,43.614,24.0,2.97913852618937,92.1500015258789,37839000000.0,-1.73500919342041,,,8,-0.625230345983134,8,Lower‑middle performers,-0.8057833623056858,211
CAN,63524.7038742635,2142470914401.36,81.6465853658537,1.29300145446276,4.43058199733749,2.93227401162387,1.24892730403391,40097761.0,6.45,81.862,75.0,2.38158383281173,92.1500015258789,36757250000.0,1.51680326461792,,,4,0.5322971677488867,4,Upper‑middle performers,0.7907220874101623,21
CHE,89546.278488259,884940402230.409,84.0560975609756,0.702718004518668,222.150599739861,1.25678260643691,0.716066868695833,8888093.0,4.11,74.202,81.0,1.06234041976595,92.1500015258789,5674700000.0,2.13492703437805,,,4,0.6193362514870039,4,Upper‑middle performers,0.8632042681996339,14
CHL,32802.8722248605,335533331669.219,81.167,1.6328889293069,26.2975043441304,0.53962870957127,0.218780666901552,19658835.0,9.056,88.012,40.0,4.29763891572524,97.1600036621094,4595229903890.14,0.71755576133728,,,2,0.1704911772005636,6,Lower‑middle performers,0.2526315705607663,54
CHN,24569.2865118726,17794783039552.0,77.953,1.66533914524613,150.42004812419,-0.103794531589067,5.24955786387791,1410710000.0,4.571,64.57,43.0,0.218128938439177,92.1500015258789,2095971833571.33,0.679014027118683,,,6,0.5083809199327519,5,Upper‑middle performers,1.7018248021662163,5
CIV,7197.690104362,78875489245.0538,61.944,0.886138694874967,95.5817672955975,2.50384681190665,6.199999999987,31165654.0,2.288,53.149,40.0,3.46637314660165,50.0006408691406,413788000000.0,-0.359512031078339,,,1,-0.3442086576567302,10,Low performers,-0.3166517093069648,156
CMR,5405.57465742866,49279410982.826,63.7,0.933338169286478,58.4560745488777,2.64245336134821,3.24834497823876,28372687.0,3.518,59.315,26.0,7.38281384280984,92.1500015258789,276941000000.0,-0.906262576580048,,,8,-0.3537054568307203,8,Lower‑middle performers,-0.3570442440900923,163
COD,1615.75070528392,66383287002.9867,61.895,1.16439690158003,45.1674943208134,3.25963514299902,8.56086250904089,105789731.0,4.556,47.444,40.0,3.3233806708656,80.5400009155273,1830154000000.0,-1.68906629085541,,,8,-0.3249147511990477,8,Lower‑middle performers,-0.3752897877571859,166
COG,6850.27770621093,15321055822.5167,65.772,2.00045624049447,17.6723396778917,2.41919038084212,1.90686426346754,6182885.0,19.694,69.188,23.0,4.30174563591016,80.6100006103516,172869000000.0,-1.33428740501404,,,3,-0.4750466080073005,7,Lower‑middle performers,-0.4688764741677594,184
COL,20784.4996427902,363493841244.303,77.725,2.87298318741673,46.6317656602073,1.12092864340999,0.610409565791542,52321152.0,9.608,82.354,39.0,6.60908593728228,92.1500015258789,46630500000000.0,-0.075877919793129,,,2,0.0583544027937734,6,Lower‑middle performers,0.0482367503575744,82
COM,3883.12647595233,1352380971.24055,66.777,1.56832126015003,448.247178936056,1.92327433672711,2.99567457175966,850387.0,3.875,30.132,21.0,3.3233806708656,61.7099990844727,49331897000.0,-1.53510224819183,,,1,-0.6070013587191211,10,Low performers,-0.6457268179746005,198
CPV,10308.6791674628,2533819406.4916,76.059,0.528231870181008,128.967990074442,0.497087597239901,5.47543591649173,522331.0,11.878,67.982,62.0,3.72437517668748,91.0,1346343000.0,0.0136766647920012,,,2,0.059365674359749,6,Lower‑middle performers,-0.0271005985828947,94
CRI,28075.1421722141,86497941439.0174,80.799,1.56832126015003,99.5253623188406,0.46646444898736,5.11192183224598,5105525.0,7.848,82.622,58.0,-0.41345934225229,98.0400009155273,0.0,0.260196477174759,,,2,0.3024574065491108,6,Lower‑middle performers,0.2691487502748254,52
CUB,19828.9248461199,44026363258.1748,78.085,1.56832126015003,106.549325626204,-0.361317873522215,-1.92899211214875,11019931.0,1.53,77.523,41.0,3.3233806708656,99.6731109619141,49331897000.0,-0.475527822971344,,,2,-0.0428841072172096,6,Lower‑middle performers,-0.0956135727559336,110
CUW,32059.7222328263,3281419347.37053,76.8,1.56832126015003,337.828828828829,-1.43292207278827,4.20199999999977,147862.0,5.166,89.023,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0595627073198557,,,2,0.1088271615753085,6,Lower‑middle performers,0.081467515151071,75
CYM,86689.2088816425,7139428557.71423,80.358,1.56832126015003,298.295833333333,2.00104859136332,4.35967595700366,73038.0,5.166,100.0,40.0,3.3233806708656,92.1500015258789,49331897000.0,1.2372350692749,,,4,0.4781797021138547,4,Upper‑middle performers,0.7869873303358311,22
CYP,57213.8203125,33886930712.3394,81.648,1.82460300554278,144.087662337662,1.0167681770201,2.61190090914745,1344976.0,5.602,66.987,56.0,1.80023018624815,99.3600006103516,524700000.0,0.73773992061615,,,4,0.3228462454044054,4,Upper‑middle performers,0.3745050797606931,45
CZE,53217.4217427742,343207874553.734,79.8780487804878,1.52418962408317,138.290511305111,1.78238907045946,-0.085330275927376,10864042.0,2.506,74.552,56.0,2.43531202435314,92.1500015258789,112127500000.0,1.1140114068985,,,4,0.3021752858382737,4,Upper‑middle performers,0.4318817686104431,42
DEU,69205.8830713936,4525703903627.53,80.5414634146342,1.51965192096975,239.861418021525,-0.620053754616789,-0.266438410090913,83280000.0,3.406,77.765,75.0,2.2564981433876,92.1500015258789,61855000000.0,1.18541669845581,,,4,0.4472762402927059,4,Upper‑middle performers,0.7006153492518578,25
DJI,7103.6910898466,4098530513.55777,65.987,1.56832126015003,49.0550474547023,1.38410272350128,6.67664964361434,1152944.0,25.875,78.552,31.0,1.49506816515088,92.1500015258789,49331897000.0,-0.731475412845612,,,3,-0.2683123933038751,7,Lower‑middle performers,-0.300495698340019,154
DMA,19333.7646058722,653992592.592593,71.132,1.56832126015003,89.1013333333333,-0.473991407609536,4.71223818531963,66510.0,5.166,72.006,60.0,4.22769324983409,92.1500015258789,49331897000.0,0.260825008153915,,,2,0.1017709253441771,6,Lower‑middle performers,-0.0449345518756608,97
DNK,73737.4475447105,407091920305.404,81.8536585365854,1.95319596405831,147.575925,0.741185515720057,2.49518433148894,5946952.0,5.587,88.495,90.0,1.37220049768918,92.1500015258789,56169000000.0,2.01564884185791,,,4,0.7251799759293904,4,Upper‑middle performers,0.8008790569157358,20
DOM,25624.0097724218,121444279313.931,73.72,0.740729436807107,233.012351959686,0.891159203732232,2.36061568723294,11331265.0,5.473,84.446,36.0,3.30223338951227,95.5,49910900000.0,0.12803441286087,,,2,0.0112300716848568,6,Lower‑middle performers,0.0887681577999052,72
DZA,16824.4879032987,247626161016.414,76.261,8.1717205566288,19.0941790060296,1.49897601193923,4.10000000000004,46164219.0,11.427,75.268,34.0,4.04611455313434,92.1500015258789,2486000000000.0,-0.670135140419006,,,2,0.2132343670088546,6,Lower‑middle performers,-0.0867814795283824,109
ECU,16062.0163648341,118844826000.0,77.392,2.29706957855181,71.7663754227734,0.872456027022398,2.35521790742197,17980083.0,4.773,64.792,32.0,1.54732515615369,94.0,2726300000.0,-0.494244992733002,,,2,-0.0595946586754861,6,Lower‑middle performers,-0.1104355982907281,114
EGY,18524.5572197031,396002496996.96,71.633,0.870565509711049,113.13300517354,1.68834126904494,3.75870055176806,114535772.0,7.198,43.1,30.0,33.8847763115546,74.5,96998450000.0,-0.239516973495483,,,8,-0.3189738614168819,8,Lower‑middle performers,-0.2818103404973683,149
ERI,19828.9248461199,44026363258.1748,68.624,1.56832126015003,28.1677432992466,1.77168715176453,2.94478583082221,3470390.0,5.553,43.267,13.0,3.3233806708656,92.1500015258789,49331897000.0,-1.79375612735748,,,8,-0.4953689066607125,8,Lower‑middle performers,-0.5034913964743102,189
ESP,53229.9220217947,1620090734956.89,83.8829268292683,1.50901228462186,95.5729827216798,1.22528044685694,2.67566349258229,48347910.0,11.394,81.552,56.0,2.77417826534772,92.1500015258789,21936010000.0,0.752065539360046,,,4,0.3447267493009389,4,Upper‑middle performers,0.5375943068437703,37
EST,46790.2700170266,41291245222.1948,78.490243902439,2.86665387374435,31.5665808565411,1.57745133607335,-3.02303584066192,1370286.0,7.828,69.81,76.0,3.52056053296586,99.870002746582,1101000000.0,1.2634699344635,,,4,0.3547494041226951,4,Upper‑middle performers,0.301880056453658,51
ETH,3058.12804387633,163697927593.982,67.315,0.788322879616043,111.100003951899,2.6036241976442,6.49813464238613,128691692.0,3.398,23.157,37.0,30.2188278135278,92.1500015258789,67000000000.0,-0.768662095069885,,,8,-0.3321237164335708,8,Lower‑middle performers,-0.4328076440588659,177
FIN,61734.459805757,295532341254.907,81.6853658536585,2.42148617618712,18.2798093224591,0.499192375381062,-1.16396281522198,5583911.0,8.26,85.773,88.0,1.56568906231616,92.1500015258789,6801368000.0,1.73860657215118,,,4,0.5710081573129543,4,Upper‑middle performers,0.5824851329645954,33
FJI,15152.1376449166,5442046565.04719,67.316,1.31648157529348,50.3241379310345,0.51237740019889,7.52429088237292,924145.0,4.307,58.713,55.0,2.14817440623896,92.1500015258789,161730333.333333,0.490778684616089,,,2,0.0579676481015329,6,Lower‑middle performers,-0.0792132211126779,106
FRA,58317.828030698,3051831611384.76,82.9292682926829,2.05638673841337,124.306720578862,0.326319200823468,0.936487502671483,68287487.0,7.37,81.777,67.0,1.99904942291463,92.1500015258789,56740720000.0,1.14462625980377,,,4,0.4502500449619979,4,Upper‑middle performers,0.6428498844249338,30
FRO,78103.483399586,3907323961.33964,83.1439024390244,1.56832126015003,39.3810218978102,0.977560950757493,2.4890581166362,54482.0,5.166,42.987,40.0,3.3233806708656,92.1500015258789,49331897000.0,-0.0595627073198557,,,2,0.0767149394036628,6,Lower‑middle performers,0.2097116062287122,58
FSM,4313.62760101578,460000000.0,67.198,1.56832126015003,160.162857142857,0.459189928699194,0.784313725490193,112630.0,5.166,23.379,40.0,5.40874375479067,92.1500015258789,49331897000.0,0.232347309589386,,,8,-0.3462030768994018,8,Lower‑middle performers,-0.5290322904844946,192
GAB,20757.0723768678,19388402541.6698,68.337,1.15321981179163,9.43356618931191,2.19891289669511,2.44588083119469,2484789.0,20.061,91.029,27.0,1.17311998381218,85.6900024414062,160975000000.0,-0.779809296131134,,,3,-0.2663987373516516,7,Lower‑middle performers,-0.1459639128799803,123
GBR,58225.131161573,3380854520809.54,81.2380975609756,2.26487905161201,280.209151407432,0.821212039762055,0.339966158003463,68350000.0,4.111,84.642,71.0,3.2715729463592,92.1500015258789,60383547375.0,1.16114270687103,,,4,0.4965826917264184,4,Upper‑middle performers,0.6969461321448124,26
GEO,25071.9677147202,30777833585.4441,74.496,1.68114376621765,64.9515728331992,0.0802640328443946,7.8322012152783,3715483.0,11.48,60.727,53.0,1.10971758022096,100.0,1321080000.0,0.791285872459412,,,2,0.1871060917020488,6,Lower‑middle performers,0.0794633297630324,76
GHA,7543.02674728777,76370396722.154,65.498,0.389157461523268,145.689425270181,1.90860289687983,2.94478583082221,33787914.0,3.007,59.238,42.0,22.8483281157842,92.1500015258789,3327940000.0,-0.092661589384079,,,8,-0.2174179367292269,8,Lower‑middle performers,-0.2633519332759129,144
